id;region;customer_lifetime_value;response;coverage;education;effective_to_date;month;employment_status;gender;income;location_code;marital_status;monthly_premium_auto;months_since_last_claim;months_since_policy_inception;number_of_open_complaints;number_of_policies;policy_type;policy;renew_offer_type;sales_channel;total_claim_amount;vehicle_class;vehicle_size
8158;north west;7680;no;basic;college;06/01/11;jan;employed;f;66795;urban;married;64;14;71;0;2;personal auto;personal l3;offer3;web;238;four-door car;medsize
8159;north west;5595;no;basic;master;22/01/11;jan;employed;f;79189;suburban;married;69;6;97;0;4;corporate auto;corporate l2;offer4;branch;331;four-door car;medsize
8160;north west;5532;no;basic;doctor;26/02/11;feb;employed;m;29084;suburban;divorced;71;14;59;1;3;corporate auto;corporate l2;offer1;web;492;four-door car;small
8161;north west;9035;yes;premium;high school or below;21/01/11;jan;employed;f;34337;suburban;married;113;4;44;0;9;personal auto;personal l3;offer2;web;542;four-door car;large
8162;west region;4814;no;basic;college;07/02/11;feb;unemployed;m;33228;suburban;single;67;17;4;0;4;personal auto;personal l3;offer2;agent;482;four-door car;medsize
8163;east;12584;no;basic;master;16/02/11;feb;employed;m;83013;rural;married;103;2;75;0;2;corporate auto;corporate l3;offer1;agent;155;suv;medsize
8164;central;20101;no;basic;doctor;27/01/11;jan;medical leave;f;23638;suburban;married;102;32;62;0;2;personal auto;personal l2;offer3;web;489;suv;medsize
8165;west region;3979;no;basic;high school or below;27/02/11;feb;unemployed;f;82607;suburban;single;112;11;3;0;1;personal auto;personal l3;offer1;agent;806;suv;medsize
8166;north west;2489;no;basic;high school or below;26/01/11;jan;employed;f;47888;suburban;single;64;23;16;1;1;personal auto;personal l1;offer1;web;545;four-door car;small
8167;central;8707;no;basic;bachelor;05/01/11;jan;employed;f;57107;suburban;married;110;27;84;3;7;personal auto;personal l2;offer2;branch;528;suv;small
8168;east;4196;no;basic;college;03/01/11;jan;unemployed;f;11205;suburban;single;114;19;77;0;1;personal auto;personal l3;offer1;branch;1182;sports car;large
8169;west region;4784;no;basic;bachelor;03/01/11;jan;unemployed;f;38315;suburban;single;68;16;81;0;6;personal auto;personal l3;offer1;branch;326;two-door car;medsize
8170;north west;6282;no;premium;bachelor;30/01/11;jan;unemployed;f;10506;rural;married;172;23;6;0;1;corporate auto;corporate l3;offer2;branch;141;suv;small
8171;central;5205;no;basic;college;10/01/11;jan;disabled;f;25237;suburban;divorced;69;23;52;0;9;personal auto;personal l3;offer2;agent;378;four-door car;medsize
8172;east;13024;yes;extended;master;31/01/11;jan;unemployed;m;18892;suburban;single;125;6;61;0;2;personal auto;personal l3;offer1;agent;900;suv;small
8173;north west;13306;no;premium;college;05/01/11;jan;employed;f;39017;urban;married;170;10;4;2;3;personal auto;personal l3;offer1;call center;592;suv;medsize
8174;east;4529;no;basic;college;22/02/11;feb;unemployed;f;40839;suburban;single;65;7;67;0;7;personal auto;personal l1;offer1;agent;438;four-door car;medsize
8175;north west;9449;no;basic;college;10/02/11;feb;unemployed;f;13773;rural;married;63;11;20;0;2;special auto;special l2;offer1;branch;117;four-door car;medsize
8176;west region;14510;no;basic;high school or below;01/02/11;feb;employed;m;41433;suburban;married;183;24;40;0;9;personal auto;personal l2;offer2;call center;1317;luxury car;medsize
8177;west region;8575;no;extended;college;10/02/11;feb;employed;f;39946;suburban;divorced;218;23;99;0;1;personal auto;personal l1;offer1;branch;1046;luxury suv;small
8178;north west;8059;no;basic;high school or below;18/02/11;feb;employed;m;72309;urban;single;68;3;51;0;2;personal auto;personal l3;offer4;branch;244;four-door car;medsize
8179;west region;2732;no;basic;college;08/02/11;feb;employed;m;42968;suburban;married;69;15;85;0;1;personal auto;personal l1;offer3;agent;331;four-door car;medsize
8180;central;2649;no;basic;high school or below;03/02/11;feb;unemployed;f;35442;suburban;single;73;3;93;0;1;personal auto;personal l3;offer2;web;350;two-door car;medsize
8181;north west;6438;no;extended;high school or below;17/02/11;feb;medical leave;m;19831;suburban;married;83;8;88;0;7;personal auto;personal l2;offer1;agent;398;four-door car;medsize
8182;east;6775;no;extended;doctor;20/02/11;feb;employed;m;27354;suburban;married;86;2;13;1;7;personal auto;personal l3;offer4;branch;412;two-door car;medsize
8183;north west;7231;no;basic;bachelor;24/01/11;jan;employed;m;67276;urban;married;61;4;74;0;2;personal auto;personal l2;offer2;call center;181;two-door car;medsize
8184;west region;4254;yes;basic;high school or below;03/02/11;feb;disabled;f;11904;suburban;single;61;34;11;2;3;personal auto;personal l2;offer1;web;292;two-door car;small
8185;east;12898;no;premium;bachelor;04/02/11;feb;employed;m;37449;rural;married;111;18;69;1;2;personal auto;personal l3;offer3;branch;170;four-door car;medsize
8186;north west;2743;no;basic;doctor;12/02/11;feb;employed;f;95782;urban;married;68;6;22;1;1;personal auto;personal l3;offer3;call center;247;four-door car;medsize
8187;central;6803;no;premium;high school or below;04/02/11;feb;employed;m;43758;suburban;married;171;16;29;0;1;corporate auto;corporate l3;offer1;call center;1129;suv;medsize
8188;central;4729;no;extended;high school or below;17/01/11;jan;unemployed;f;46795;suburban;married;124;13;31;0;1;corporate auto;corporate l1;offer2;web;630;sports car;medsize
8189;west region;2586;no;basic;bachelor;25/02/11;feb;unemployed;m;61286;urban;married;71;23;84;0;1;personal auto;personal l3;offer2;branch;191;four-door car;medsize
8190;west region;6331;no;extended;bachelor;21/02/11;feb;unemployed;f;31937;rural;married;87;3;82;0;3;personal auto;personal l2;offer1;branch;94;two-door car;medsize
8191;north west;14002;no;basic;bachelor;14/02/11;feb;employed;m;61225;urban;married;117;3;0;0;2;personal auto;personal l3;offer2;call center;442;suv;small
8192;north west;8427;yes;extended;bachelor;10/02/11;feb;employed;f;46503;suburban;divorced;215;4;21;1;1;personal auto;personal l2;offer1;agent;1032;luxury suv;medsize
8193;north west;2448;no;basic;high school or below;15/01/11;jan;unemployed;m;77958;suburban;single;68;35;52;0;1;personal auto;personal l2;offer3;branch;489;four-door car;medsize
8194;north west;7944;no;premium;college;13/02/11;feb;unemployed;m;89389;suburban;single;113;10;97;0;9;corporate auto;corporate l3;offer1;web;542;four-door car;medsize
8195;west region;9402;no;extended;high school or below;09/02/11;feb;unemployed;f;26233;suburban;single;130;28;88;0;4;personal auto;personal l3;offer1;web;936;suv;medsize
8196;central;5757;no;basic;college;10/02/11;feb;employed;f;81491;rural;divorced;72;21;24;0;3;personal auto;personal l1;offer3;agent;61;four-door car;small
8197;central;6005;yes;extended;college;23/02/11;feb;retired;m;13528;suburban;single;86;21;35;0;3;personal auto;personal l1;offer1;agent;412;four-door car;medsize
8198;north west;2465;no;basic;master;17/01/11;jan;employed;m;51641;rural;single;63;8;80;1;1;personal auto;personal l3;offer1;agent;137;four-door car;medsize
8199;west region;6190;no;extended;high school or below;26/01/11;jan;medical leave;m;25743;suburban;married;79;13;63;0;8;personal auto;personal l3;offer4;branch;596;two-door car;large
8200;north west;2452;no;basic;bachelor;24/01/11;jan;unemployed;f;38060;suburban;single;69;13;75;0;1;personal auto;personal l3;offer1;agent;496;four-door car;medsize
8201;central;5015;yes;extended;bachelor;03/02/11;feb;employed;f;48567;suburban;single;130;12;15;0;1;personal auto;personal l2;offer2;agent;624;suv;medsize
8202;west region;4766;no;basic;bachelor;28/02/11;feb;employed;f;70432;rural;married;61;16;49;3;4;personal auto;personal l2;offer4;web;6;four-door car;medsize
8203;east;18943;no;extended;high school or below;27/01/11;jan;employed;m;58851;suburban;married;79;11;33;1;2;personal auto;personal l1;offer2;web;494;four-door car;medsize
8204;west region;10339;no;extended;bachelor;25/02/11;feb;employed;m;67134;rural;married;131;8;63;0;6;personal auto;personal l2;offer1;call center;277;sports car;medsize
8205;west region;5553;no;basic;master;07/01/11;jan;employed;m;68197;urban;married;69;1;81;0;3;personal auto;personal l1;offer2;branch;176;four-door car;medsize
8206;west region;2449;no;basic;bachelor;16/02/11;feb;employed;f;44662;urban;single;63;3;51;1;1;corporate auto;corporate l1;offer1;agent;165;four-door car;medsize
8207;north west;4471;no;extended;college;24/01/11;jan;unemployed;m;52950;suburban;single;135;8;14;0;1;personal auto;personal l3;offer1;agent;972;suv;medsize
8208;west region;7425;no;basic;college;10/02/11;feb;employed;m;36259;suburban;married;63;14;60;0;2;corporate auto;corporate l3;offer4;branch;302;four-door car;medsize
8209;central;5195;no;basic;college;29/01/11;jan;employed;m;69488;suburban;divorced;68;13;25;3;3;personal auto;personal l2;offer1;branch;326;four-door car;medsize
8210;west region;2413;no;basic;college;20/01/11;jan;disabled;m;12495;suburban;divorced;65;32;62;0;1;personal auto;personal l3;offer1;call center;312;four-door car;medsize
8211;east;2814;no;basic;high school or below;20/01/11;jan;employed;f;30703;suburban;married;70;15;58;0;1;personal auto;personal l1;offer1;agent;336;four-door car;medsize
8212;central;6746;no;extended;high school or below;26/02/11;feb;employed;f;70328;urban;married;84;11;32;0;6;corporate auto;corporate l1;offer4;branch;293;four-door car;medsize
8213;central;5323;no;basic;college;19/02/11;feb;employed;f;55289;rural;single;67;10;71;0;3;personal auto;personal l3;offer2;agent;134;four-door car;medsize
8214;central;7662;no;basic;high school or below;24/02/11;feb;unemployed;m;55094;suburban;single;73;28;19;0;2;corporate auto;corporate l2;offer1;call center;525;four-door car;medsize
8215;east;3981;no;basic;bachelor;11/02/11;feb;employed;f;52801;urban;married;100;21;78;0;1;personal auto;personal l3;offer2;branch;475;suv;small
8216;west region;2903;no;basic;high school or below;10/01/11;jan;employed;m;20510;suburban;married;74;32;63;0;1;personal auto;personal l3;offer2;agent;355;two-door car;medsize
8217;west region;5928;no;basic;bachelor;27/01/11;jan;employed;f;40531;rural;married;74;17;32;0;9;personal auto;personal l3;offer1;agent;30;suv;large
8218;central;49423;no;extended;bachelor;04/01/11;jan;employed;m;85058;urban;married;137;34;82;0;2;personal auto;personal l1;offer1;call center;595;suv;medsize
8219;north west;56675;no;premium;college;24/01/11;jan;employed;f;77237;suburban;married;283;33;93;0;2;personal auto;personal l1;offer4;web;1358;four-door car;medsize
8220;west region;9591;no;premium;college;25/02/11;feb;employed;m;54538;urban;married;119;32;63;0;6;personal auto;personal l3;offer1;call center;507;four-door car;medsize
8221;central;8539;no;basic;high school or below;20/02/11;feb;employed;f;55478;urban;married;71;7;1;0;2;personal auto;personal l2;offer2;branch;339;two-door car;medsize
8222;west region;3600;yes;basic;high school or below;25/02/11;feb;retired;f;25147;suburban;single;101;7;54;0;1;personal auto;personal l2;offer1;agent;694;suv;medsize
8223;west region;2698;no;basic;master;25/01/11;jan;employed;m;40154;suburban;married;67;24;17;0;1;corporate auto;corporate l1;offer1;branch;360;four-door car;medsize
8224;north west;5734;no;basic;college;05/01/11;jan;employed;f;98132;rural;married;71;10;61;0;3;personal auto;personal l2;offer3;branch;50;two-door car;medsize
8225;west region;15531;no;basic;bachelor;09/02/11;feb;employed;m;95340;urban;married;198;5;84;2;3;personal auto;personal l2;offer3;web;808;luxury suv;medsize
8226;north west;4177;no;premium;college;17/01/11;jan;employed;f;44222;urban;married;104;19;3;0;1;personal auto;personal l2;offer3;branch;413;four-door car;medsize
8227;central;3123;yes;basic;bachelor;19/02/11;feb;unemployed;m;92800;suburban;married;101;1;83;4;1;personal auto;personal l3;offer1;agent;960;suv;large
8228;north west;23895;no;extended;bachelor;16/02/11;feb;unemployed;f;98509;suburban;single;98;0;57;0;2;personal auto;personal l3;offer1;call center;705;suv;medsize
8229;west region;5886;no;extended;high school or below;23/01/11;jan;unemployed;f;96248;suburban;single;81;35;37;0;4;personal auto;personal l2;offer1;branch;583;four-door car;medsize
8230;central;2574;yes;basic;master;14/01/11;jan;employed;f;34990;rural;single;65;23;73;0;1;corporate auto;corporate l2;offer2;web;42;four-door car;medsize
8231;north west;9075;yes;basic;master;26/01/11;jan;employed;m;37722;rural;single;116;8;23;0;8;personal auto;personal l1;offer1;agent;158;sports car;medsize
8232;west region;3985;no;basic;college;22/01/11;jan;retired;m;17220;suburban;married;105;10;24;0;1;personal auto;personal l3;offer2;web;504;suv;large
8233;north west;5274;no;basic;high school or below;18/02/11;feb;medical leave;m;10629;suburban;single;74;17;15;0;8;personal auto;personal l3;offer4;web;532;four-door car;small
8234;west region;3497;no;extended;college;23/01/11;jan;employed;m;63189;suburban;married;88;16;95;0;1;personal auto;personal l3;offer1;agent;569;four-door car;medsize
8235;west region;10110;no;extended;college;05/02/11;feb;employed;m;76276;rural;single;86;24;19;0;2;corporate auto;corporate l3;offer4;web;93;two-door car;large
8236;west region;2983;no;extended;college;16/01/11;jan;unemployed;m;80536;suburban;single;91;3;57;0;1;personal auto;personal l3;offer4;call center;436;four-door car;small
8237;north west;15978;no;extended;bachelor;15/01/11;jan;employed;f;33871;suburban;single;136;2;23;0;2;personal auto;personal l3;offer1;call center;933;suv;medsize
8238;west region;2619;no;basic;bachelor;16/01/11;jan;disabled;m;15587;rural;married;71;35;48;0;1;special auto;special l1;offer2;agent;136;two-door car;medsize
8239;north west;4956;no;basic;bachelor;09/02/11;feb;employed;f;31562;suburban;married;66;9;5;4;7;personal auto;personal l2;offer4;branch;316;four-door car;medsize
8240;west region;12315;no;premium;high school or below;27/01/11;jan;employed;m;68420;suburban;married;104;7;27;0;2;personal auto;personal l2;offer2;branch;499;four-door car;medsize
8241;central;7179;no;extended;master;20/02/11;feb;employed;m;23179;suburban;divorced;91;11;79;0;9;corporate auto;corporate l3;offer2;agent;436;two-door car;medsize
8242;central;4872;no;extended;high school or below;24/01/11;jan;unemployed;m;33632;suburban;single;135;32;33;0;1;personal auto;personal l3;offer4;call center;648;sports car;medsize
8243;north west;13367;no;basic;high school or below;28/01/11;jan;employed;f;57335;suburban;married;67;22;18;0;2;personal auto;personal l1;offer4;agent;407;two-door car;medsize
8244;central;4170;yes;basic;master;17/01/11;jan;employed;f;29462;suburban;single;107;28;23;1;1;corporate auto;corporate l2;offer2;branch;513;four-door car;large
8245;east;5427;no;basic;college;11/02/11;feb;medical leave;f;27677;suburban;married;72;10;82;1;3;personal auto;personal l3;offer2;agent;345;four-door car;medsize
8246;north west;11029;no;extended;bachelor;09/01/11;jan;employed;f;37056;suburban;married;92;12;7;0;2;personal auto;personal l3;offer1;agent;441;four-door car;small
8247;central;4433;no;basic;college;21/02/11;feb;employed;f;50653;rural;married;110;29;42;0;1;corporate auto;corporate l3;offer4;agent;262;suv;small
8248;central;4413;no;basic;college;03/01/11;jan;employed;f;37697;rural;married;112;35;8;0;1;personal auto;personal l2;offer4;agent;38;suv;small
8249;central;6301;no;extended;bachelor;13/01/11;jan;employed;m;47622;urban;married;80;15;13;0;7;personal auto;personal l3;offer1;call center;305;four-door car;medsize
8250;north west;6478;no;extended;bachelor;24/02/11;feb;employed;m;50864;rural;married;83;18;86;1;4;corporate auto;corporate l1;offer1;agent;158;four-door car;medsize
8251;north west;25107;no;basic;bachelor;26/02/11;feb;medical leave;f;24410;suburban;married;73;5;51;0;2;corporate auto;corporate l3;offer3;web;350;four-door car;small
8252;west region;7092;no;premium;master;14/01/11;jan;employed;m;35173;rural;married;180;24;9;2;1;personal auto;personal l2;offer1;agent;415;sports car;medsize
